date,content,hashtags,like_count,rt_count,followers_count,isVerified,language,coordinates,place,source,cleaned_content,Class
2023-02-21 00:17:04+00:00,"A massive 64% of buildings in #Jindaris sub-district of #Afrin in #Aleppo northwest #Syria had been damaged by the #earthquake since 6 Feb 2023. We collected these statistics prior to today’s earthquake, so this reflects only the damage caused before 20 Feb 2023! https://t.co/NvdImCnIR5","['Jindaris', 'Afrin', 'Aleppo', 'Syria', 'earthquake']",5,2,295,False,en,,,Twitter for iPhone,massiv build jindari subdistrict afrin aleppo northwest syria damag earthquak sinc feb collect statist prior today earthquak reflect damag caus feb,Infrastructure damage
2023-02-21 00:16:52+00:00,New M6.4 #Turkey #earthquake leaves at least 3 dead and more people trapped under rubble in #Hatay … https://t.co/VSq2Dc4rZb,"['Turkey', 'earthquake', 'Hatay']",0,0,3059,False,en,,,Twitter for iPad,new turkey earthquak leav least dead peopl trap rubbl hatay,Uncategorized
2023-02-21 00:16:46+00:00,"A state of panic and fear among the people as a result of an #earthquake that struck NW regions of #Syria, today, Monday, February 20. People ran to the open areas and streets, fearing the collapse of the cracked buildings from the previous earthquake @SyriaCivilDef https://t.co/ElYgqLFxFl","['earthquake', 'Syria']",2,1,753,False,en,,,Twitter for Android,state panic fear among peopl result earthquak struck nw region syria today monday februari peopl ran open area street fear collaps crack build previou earthquak,Infrastructure damage
2023-02-21 00:16:43+00:00,Turkey hit by two more powerful earthquakes two weeks after disaster. https://t.co/xlgenz0Q1X #Turkey #Hatay #earthquake,"['Turkey', 'Hatay', 'earthquake']",0,1,285,False,en,,,Twitter for iPhone,turkey hit two power earthquak two week disast turkey hatay earthquak,Infrastructure damage
2023-02-21 00:14:41+00:00,"#Earthquake - M5,8 &amp; M6,4 #earthquakes - Update  #Turkey - 3 dead, 213 injuries  #Syria - 190 injuries","['Earthquake', 'earthquakes', 'Turkey', 'Syria']",1,0,1940,False,en,,,Twitter for Android,earthquak amp earthquak updat turkey dead injuri syria injuri,Uncategorized
2023-02-21 00:14:08+00:00,#Earthquake (#deprem) M2.8 strikes 23 km W of #Antioch (#Turkey) 5 min ago. More info: https://t.co/mtlyr6xl43,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",0,1,46223,False,en,,,emsc-csem,earthquak deprem strike km w antioch turkey min ago info,Uncategorized
2023-02-21 00:12:09+00:00,Video shows the moment a 6.4-magnitude earthquake struck the #Turkish province of #hatay while citizens sit in their car. (MUST WATCH)🎥 #EarthQuake #hatay #turkey #turkyie #TurkeyEarthquake #PrayForTurkiye #trendingvideo #TrendingNow #viralvideo #viral #TurkeyQuake #FYP https://t.co/hNMZUZlIlE,"['Turkish', 'hatay', 'EarthQuake', 'hatay', 'turkey', 'turkyie', 'TurkeyEarthquake', 'PrayForTurkiye', 'trendingvideo', 'TrendingNow', 'viralvideo', 'viral', 'TurkeyQuake', 'FYP']",1,2,493,False,en,,,Twitter for Android,video show moment magnitud earthquak struck turkish provinc hatay citizen sit car must watch earthquak hatay turkey turkyi turkeyearthquak prayforturkiy trendingvideo trendingnow viralvideo viral turkeyquak fyp,Casualty reports
2023-02-21 00:11:45+00:00,"Watch the blue flash⚡️ in the sky of #Alexandria, #Egypt during the earthquake in #Turkey.. It is the secret US military “HAARP” project. #مشروع_هارب #الإسكندرية #زلزال_تركيا_سوريا #لبنان #سوريا #مصر #هاتاي #هزة_أرضية #BreakingNews #earthquake #light #flash #deprem https://t.co/FKxM2gQ1Tc","['Alexandria', 'Egypt', 'Turkey', 'مشروع_هارب', 'الإسكندرية', 'زلزال_تركيا_سوريا', 'لبنان', 'سوريا', 'مصر', 'هاتاي', 'هزة_أرضية', 'BreakingNews', 'earthquake', 'light', 'flash', 'deprem']",3,1,1767,False,en,,,Twitter for iPhone,watch blue flash sky alexandria egypt earthquak turkey secret us militari haarp project breakingnew earthquak light flash deprem,Infrastructure damage
2023-02-21 00:11:42+00:00,"The people of Aleppo, Syria are on the streets, fearing another earthquake could hit the country #TurkeyEarthquake #Turkey #Turquia #earthquaketurkey #TurkeySyriaEarthquake #TurkeyQuake #earthquake #Syria https://t.co/d0ZDBaWzcr","['TurkeyEarthquake', 'Turkey', 'Turquia', 'earthquaketurkey', 'TurkeySyriaEarthquake', 'TurkeyQuake', 'earthquake', 'Syria']",3,1,479,False,en,,,Twitter for iPhone,peopl aleppo syria street fear anoth earthquak could hit countri turkeyearthquak turkey turquia earthquaketurkey turkeysyriaearthquak turkeyquak earthquak syria,News
2023-02-21 00:07:24+00:00,"Heartfelt prayers for everyone in Hatay-Türkiye, Idlib- Syria &amp; in Beirut - Lebanon. 🙏🏼🇹🇷 🇸🇾 🇱🇧   Video credit @neiltyson with Turkish captions.   #hatayda #turkeyearthquake2023 #hataydefne #Syria #Lebanon #earthquake https://t.co/Znm4ZrC5JA","['hatayda', 'turkeyearthquake2023', 'hataydefne', 'Syria', 'Lebanon', 'earthquake']",1,1,989,False,en,,,Twitter for iPhone,heartfelt prayer everyon hataytrkiy idlib syria amp beirut lebanon video credit turkish caption hatayda turkeyearthquak hataydefn syria lebanon earthquak,Prayer and condolences
2023-02-21 00:06:38+00:00,Pray for #TURKEY #earthquake #seriya,"['TURKEY', 'earthquake', 'seriya']",2,0,58,False,en,,,Twitter for Android,pray turkey earthquak seriya,Uncategorized
2023-02-21 00:04:59+00:00,🔔#Earthquake (#deprem) M4.0 occurred 28 km NE of #Kahramanmaraş (#Turkey) 4 min ago (local time 03:00:59). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/6evWFRKK02 🖥https://t.co/7oeqrxs7UI https://t.co/xhmQ9n0sU1,"['Earthquake', 'deprem', 'Kahramanmaraş', 'Turkey']",19,7,289323,True,en,"Coordinates(longitude=37.19, latitude=37.73)","Place(fullName='Çağlayancerit, Kahramanmaraş', name='Çağlayancerit', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak deprem occur km ne kahramanmara turkey min ago local time info,Uncategorized
2023-02-21 00:04:48+00:00,"@LucieCatnip @kiddle I'm getting angry 😠 at #Turkey &amp; governments in general. #earthquakes happen. They will always happen. Why are people not trained to deal with this reality? What about #earthquake drills? What do you do when it happens? Teach people! 😡 Also, too 1","['Turkey', 'earthquakes', 'earthquake']",0,0,2366,False,en,,,Twitter for Android,im get angri turkey amp govern gener earthquak happen alway happen peopl train deal realiti earthquak drill happen teach peopl also,Survivor stories
2023-02-21 00:04:03+00:00,"Another #earthquake struck the border region of #Turkey and #Syria on Monday, just two weeks after the area was devastated by a larger quake that killed more than 47,000 people and damaged or destroyed hundreds of thousands of homes.  #turkeyearthquake2023 #Lebanon https://t.co/KYRyhM34fs","['earthquake', 'Turkey', 'Syria', 'turkeyearthquake2023', 'Lebanon']",1,0,43,False,en,,,Twitter for Android,anoth earthquak struck border region turkey syria monday two week area devast larger quak kill peopl damag destroy hundr thousand home turkeyearthquak lebanon,Uncategorized
2023-02-21 00:03:03+00:00,#Earthquake (#deprem) M4.0 strikes 28 km NE of #Kahramanmaraş (#Turkey) 2 min ago. More info: https://t.co/eyK67Pu12R,"['Earthquake', 'deprem', 'Kahramanmaraş', 'Turkey']",0,1,46223,False,en,,,emsc-csem,earthquak deprem strike km ne kahramanmara turkey min ago info,Uncategorized
2023-02-21 00:01:59+00:00,"#Another6.4 May #Allah have mercy on #Turkey😔  Magnitude 6.4 #earthquake hits #Turkey-#Syria border region ""#Pray 🙏 for #turkey 😭"" #earthquake #ImranKhan #turkeyearthquake2023 #TurkeySyriaEarthquake https://t.co/nGf6ILntHa","['Another6', 'Allah', 'Turkey', 'earthquake', 'Turkey', 'Syria', 'Pray', 'turkey', 'earthquake', 'ImranKhan', 'turkeyearthquake2023', 'TurkeySyriaEarthquake']",3,0,15,False,en,,,Twitter for Android,anoth may allah merci turkey magnitud earthquak hit turkeysyria border region pray turkey earthquak imrankhan turkeyearthquak turkeysyriaearthquak,Uncategorized
2023-02-21 00:00:33+00:00,#Earthquake (#deprem) M2.6 strikes 26 km SW of #Antioch (#Turkey) 5 min ago. More info: https://t.co/p1wQ1Imw5g,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",2,1,46223,False,en,,,emsc-csem,earthquak deprem strike km sw antioch turkey min ago info,Uncategorized
2023-02-21 00:00:01+00:00,"U.S. Navy Sailors stationed in Souda Bay, Greece, speak about their role in delivering aid to the victims of the recent earthquake in #Turkey. #Earthquake  https://t.co/2CpgGGbnez https://t.co/UYWcerWFyf","['Turkey', 'Earthquake']",6,2,38096,True,en,,,Twitter Media Studio,us navi sailor station souda bay greec speak role deliv aid victim recent earthquak turkey earthquak,Help
2023-02-20 23:59:40+00:00,#Syria🇸🇾 #Egitto🇪🇬 “From the Egyptian popolo to the Syrian popolo” An Egyptian ship carrying 500t of humanitarian aid for the Syrian populace hit by the #earthquake has arrived at the Syrian port of #Latakia https://t.co/n53JOexxyi,"['Syria', 'Egitto', 'earthquake', 'Latakia']",0,0,156,False,en,,,Twitter for iPhone,syria egitto egyptian popolo syrian popolo egyptian ship carri humanitarian aid syrian populac hit earthquak arriv syrian port latakia,Help
2023-02-20 23:59:28+00:00,The blue light seen in northern Syria and southern Turkey during the earthquake. #Turkey  #Hatay #Antakya #Defne #SonDakika #deprem #Diyarbakir #Samandağ #depremsondakika #FalconSwaps #depremoldu #earthquake https://t.co/qeVZyF3xh3,"['Turkey', 'Hatay', 'Antakya', 'Defne', 'SonDakika', 'deprem', 'Diyarbakir', 'Samandağ', 'depremsondakika', 'FalconSwaps', 'depremoldu', 'earthquake']",3,0,28,False,en,,,Twitter for Android,blue light seen northern syria southern turkey earthquak turkey hatay antakya defn sondakika deprem diyarbakir samanda depremsondakika falconswap depremoldu earthquak,Survivor stories
2023-02-20 23:57:48+00:00,Can tragedy be a push for a new round of #Earthquake #Diplomacy between #Greece &amp; #Turkey? @gpagoulatos in @Kathimerini_gr  https://t.co/Tx8TgNhfnz,"['Earthquake', 'Diplomacy', 'Greece', 'Turkey']",1,0,1490,False,en,,,Focus For Twitter,tragedi push new round earthquak diplomaci greec amp turkey,Weather conditions
2023-02-20 23:55:32+00:00,"A ""Jumping"" #Earthquake caught on Camera...Its like being ""Sea Sick"" or being Dizzy when Your Environment Moves But You Don't. #msnbc #foxnews #nytimes #cnn #wsj #cnbc #politico #huffpost #newsmax #gop #npr #fox #nyt #wapo #nbc #cbs #turkey https://t.co/hmT8RGQErj","['Earthquake', 'msnbc', 'foxnews', 'nytimes', 'cnn', 'wsj', 'cnbc', 'politico', 'huffpost', 'newsmax', 'gop', 'npr', 'fox', 'nyt', 'wapo', 'nbc', 'cbs', 'turkey']",6,0,1593,False,en,,,Twitter Web App,jump earthquak caught camerait like sea sick dizzi environ move dont msnbc foxnew nytim cnn wsj cnbc politico huffpost newsmax gop npr fox nyt wapo nbc cb turkey,Social media activity
2023-02-20 23:55:08+00:00,#Earthquake (#deprem) M2.6 strikes 18 km SW of #Antioch (#Turkey) 8 min ago. More info: https://t.co/5YjfCaiYHj,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",0,1,46223,False,en,,,emsc-csem,earthquak deprem strike km sw antioch turkey min ago info,Uncategorized
2023-02-20 23:54:00+00:00,#Turkey hit again 💔💔 #earthquake   https://t.co/9hI21xcOEs,"['Turkey', 'earthquake']",0,0,2180,False,en,,,Twitter for iPhone,turkey hit earthquak,Uncategorized
2023-02-20 23:53:40+00:00,Another 6.4 magnitude earthquake 💔  !! Prayers for the people of turkey  #earthquake #Turquie #turkeyearthquake2023 #Turkey #YaAllah #Lebanon #TurkiyeQuakes https://t.co/Z0H7gWEUeb,"['earthquake', 'Turquie', 'turkeyearthquake2023', 'Turkey', 'YaAllah', 'Lebanon', 'TurkiyeQuakes']",4,0,24,False,en,,,Twitter for Android,anoth magnitud earthquak prayer peopl turkey earthquak turqui turkeyearthquak turkey yaallah lebanon turkiyequak,Prayer and condolences
2023-02-20 23:52:36+00:00,🔔#Earthquake (#deprem) M3.4 occurred 28 km W of #Antioch (#Turkey) 11 min ago (local time 02:41:43). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/o2T6ARTdwT 🖥https://t.co/eIIDiOdZAe https://t.co/tjYHCQr2Id,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",3,3,289323,True,en,"Coordinates(longitude=35.86, latitude=36.14)",,EMSC Felt earthquakes,earthquak deprem occur km w antioch turkey min ago local time info,Uncategorized
2023-02-20 23:51:58+00:00,#Earthquake (#deprem) M3.4 strikes 28 km W of #Antioch (#Turkey) 10 min ago. More info: https://t.co/ozILtVaiev,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",1,1,46223,False,en,,,emsc-csem,earthquak deprem strike km w antioch turkey min ago info,Uncategorized
2023-02-20 23:51:25+00:00,#Earthquake again in #Turkey.  Another earthquake just hit Turkey not long ago. I believe it's a 6.5.  Please pray for Turkey.  Check out ELECTROMIAMI's video! #TikTok https://t.co/nyCUSfR3KY,"['Earthquake', 'Turkey', 'TikTok']",0,0,10809,False,en,,,Twitter for Android,earthquak turkey anoth earthquak hit turkey long ago believ pleas pray turkey check electromiami video tiktok,Uncategorized
2023-02-20 23:51:15+00:00,"Just 2 weeks after the horrific earthquake in Turkey and Syria, ANOTHER 6.4 magnitude earthquake struck. It is unsure if there has been any more casualties.   Prayers go out to anyone affected by this 🙏🏻  #turkeyearthquake2023 #TurkeyEarthquake #TurkeySyria #earthquake #TURKEY","['turkeyearthquake2023', 'TurkeyEarthquake', 'TurkeySyria', 'earthquake', 'TURKEY']",1,0,24,False,en,,,Twitter for Android,week horrif earthquak turkey syria anoth magnitud earthquak struck unsur casualti prayer go anyon affect turkeyearthquak turkeyearthquak turkeysyria earthquak turkey,Survivor stories
2023-02-20 23:50:55+00:00,"A new 6.4 magnitude #earthquake on Monday struck parts of #Turkey and #Syria that were laid waste two weeks ago by a massive quake that killed around 45,000 people. #Turkish #Interior #Minister #Suleymansoylu said 3 people were #killed and 213 #injured. https://t.co/FGhoEZtlmE","['earthquake', 'Turkey', 'Syria', 'Turkish', 'Interior', 'Minister', 'Suleymansoylu', 'killed', 'injured']",0,0,229,False,en,,,Twitter for Android,new magnitud earthquak monday struck part turkey syria laid wast two week ago massiv quak kill around peopl turkish interior minist suleymansoylu said peopl kill injur,Help
2023-02-20 23:48:40+00:00,"I can't sleep, the truth is, in all honesty, I am very afraid of the #earthquake that occurred recently in my country, #Syria | #Damascus . #turkeyearthquake2023  🌎 🆘","['earthquake', 'Syria', 'Damascus', 'turkeyearthquake2023']",0,0,418,False,en,"Coordinates(longitude=35.5868988, latitude=32.3094341)","Place(fullName='Syria', name='Syria', type='country', country='Syria', countryCode='SY')",Twitter for iPhone,cant sleep truth honesti afraid earthquak occur recent countri syria damascu turkeyearthquak,Help
2023-02-20 23:48:37+00:00,"Another 6.4 Magnitude #earthquake has struck Antakya, Turkiye 🇹🇷. The shake is felt in Syria, Egypt and Lebanon. My heart goes out to all involved. My prayers are with the people of #Turkiye and #Syria. https://t.co/9SDTk1cvY9","['earthquake', 'Turkiye', 'Syria']",0,0,347,False,en,,,Twitter for iPhone,anoth magnitud earthquak struck antakya turkiy shake felt syria egypt lebanon heart goe involv prayer peopl turkiy syria,Prayer and condolences
2023-02-20 23:44:18+00:00,"ℹEvent wrap-up: today a M4.2 #earthquake (#deprem) hit #Elbistan (#Turkey) at 02:21:13 local time (UTC 23:21:13). Shaking was felt over 400km by approximately 17M people in Turkey, Syria and Syrian Arab Republic.","['earthquake', 'deprem', 'Elbistan', 'Turkey']",0,1,289323,True,en,"Coordinates(longitude=37.47, latitude=38.07)","Place(fullName='Nurhak, Kahramanmaraş', name='Nurhak', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,event wrapup today earthquak deprem hit elbistan turkey local time utc shake felt km approxim peopl turkey syria syrian arab republ,Weather conditions
2023-02-20 23:41:59+00:00,"2 more earthquakes hit the Turkey and Syria border, killing at least 3 people.   #syria #turkey #turkeysyria #earthquake #aftershocks #earthquakes https://t.co/Kq9wfSoNqV","['syria', 'turkey', 'turkeysyria', 'earthquake', 'aftershocks', 'earthquakes']",1,0,108,False,en,,,Vimeo,earthquak hit turkey syria border kill least peopl syria turkey turkeysyria earthquak aftershock earthquak,News
2023-02-20 23:39:07+00:00,".@CBSNews | Another strong #quake hits near #Turkey- #Syria border, rattling devastated area  by @emczachor  https://t.co/1gW9xHJOkD   #earthquake #naturaldisaster https://t.co/gRzjus5NDI","['quake', 'Turkey', 'Syria', 'earthquake', 'naturaldisaster']",1,1,19572,False,en,,,Sendible,anoth strong quak hit near turkey syria border rattl devast area earthquak naturaldisast,Uncategorized
2023-02-20 23:37:47+00:00,"#Turkey to build nearly 2 lac homes in quake-hit region, President Recep Tayyip Erdogan announced during a briefing at the heavily affected Hatay province on Monday. This will house over 1.68 million people who were affected by twin earthquakes. #earthquake #earthquakeinturkey https://t.co/cTyYzSGWoG","['Turkey', 'earthquake', 'earthquakeinturkey']",0,2,24,False,en,,,Twitter Web App,turkey build nearli lac home quakehit region presid recep tayyip erdogan announc brief heavili affect hatay provinc monday hous million peopl affect twin earthquak earthquak earthquakeinturkey,News
2023-02-20 23:37:31+00:00,Turkey 🇹🇷  Province of Hatay footage of recent 6.4 magnitude earthquake that shook the country today.  #earthquake #turkeyearthquake2023 #Syria #News https://t.co/ZF6F8Fjefx,"['earthquake', 'turkeyearthquake2023', 'Syria', 'News']",7,3,2035,False,en,,,Twitter for iPhone,turkey provinc hatay footag recent magnitud earthquak shook countri today earthquak turkeyearthquak syria news,Uncategorized
2023-02-20 23:36:04+00:00,#Earthquake (#deprem) M2.5 strikes 21 km W of #Antioch (#Turkey) 6 min ago. More info: https://t.co/uG1hKaYBNG,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",0,1,46223,False,en,,,emsc-csem,earthquak deprem strike km w antioch turkey min ago info,Uncategorized
2023-02-20 23:35:46+00:00,"New 6.3 magnitude quake rocks Turkey as death toll nears 47,000 #quake #earthquake #turkey #hatay  https://t.co/q7hKNTjAKL","['quake', 'earthquake', 'turkey', 'hatay']",0,0,13,False,en,,,Twitter Web App,new magnitud quak rock turkey death toll near quak earthquak turkey hatay,Casualty reports
2023-02-20 23:34:57+00:00,"These people can’t catch a break! 💔   NEW powerful #earthquake strikes #Turkey, near the border with #Syria. https://t.co/k8dsLTMi4q","['earthquake', 'Turkey', 'Syria']",41,3,16667,False,en,,,Twitter for iPhone,peopl cant catch break new power earthquak strike turkey near border syria,Infrastructure damage
2023-02-20 23:34:55+00:00,New #Turkey #earthquake leaves three dead and people trapped under rubble in Hatay - BBC https://t.co/6u4y9wURCl,"['Turkey', 'earthquake']",0,0,5541,False,en,,,Twitter Web App,new turkey earthquak leav three dead peopl trap rubbl hatay bbc,Uncategorized
2023-02-20 23:34:39+00:00,🔔#Earthquake (#deprem) M3.1 occurred 24 km W of #Antioch (#Turkey) 10 min ago (local time 02:24:34). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/ds8EQNX4t3 🖥https://t.co/pJlHEZydfm https://t.co/oT8T4g7rI1,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",10,2,289323,True,en,"Coordinates(longitude=35.89, latitude=36.19)","Place(fullName='Samandağ, Hatay', name='Samandağ', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak deprem occur km w antioch turkey min ago local time info,Uncategorized
2023-02-20 23:33:59+00:00,#Earthquake (#deprem) M3.1 strikes 24 km W of #Antioch (#Turkey) 9 min ago. More info: https://t.co/xymVS8UeZk,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",1,1,46223,False,en,,,emsc-csem,earthquak deprem strike km w antioch turkey min ago info,Uncategorized
2023-02-20 23:33:52+00:00,Another Deadly Quake Shakes Turkey  #earthquake #deadly #turkey #prayers  https://t.co/wiwMxsM6P2 https://t.co/oKzmBB9189,"['earthquake', 'deadly', 'turkey', 'prayers']",0,0,78,False,en,,,Twitter for iPhone,anoth deadli quak shake turkey earthquak deadli turkey prayer,Prayer and condolences
2023-02-20 23:33:36+00:00,🔔#Earthquake (#deprem) M2.6 occurred 23 km W of #Yayladağı (#Turkey) 11 min ago (local time 02:23:03). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/mAcTNLsiLP 🖥https://t.co/bP6ReGQkYQ https://t.co/K6N76xUmvA,"['Earthquake', 'deprem', 'Yayladağı', 'Turkey']",2,3,289323,True,en,"Coordinates(longitude=35.83, latitude=35.98)",,EMSC Felt earthquakes,earthquak deprem occur km w yaylada turkey min ago local time info,Uncategorized
2023-02-20 23:32:56+00:00,#Earthquake (#deprem) M2.6 strikes 23 km W of #Yayladağı (#Turkey) 10 min ago. More info: https://t.co/q4Y8umjXVe,"['Earthquake', 'deprem', 'Yayladağı', 'Turkey']",0,1,46223,False,en,,,emsc-csem,earthquak deprem strike km w yaylada turkey min ago info,Uncategorized
2023-02-20 23:31:31+00:00,"Turkey &amp; Lebanon just got hit by Another 6.4 magnitude earthquake. Ya Allah, keep everyone safe. Ameen. May #Allah protect all Muslims, Ameen 🤲🏻❤ #earthquake #AtomicHeart          #Ukraine #VINA2023 #Turkey #turkeyearthquake2023  #another #Lebanon #Hasnain #IftiMania https://t.co/SvG0FTest4","['Allah', 'earthquake', 'AtomicHeart', 'Ukraine', 'VINA2023', 'Turkey', 'turkeyearthquake2023', 'another', 'Lebanon', 'Hasnain', 'IftiMania']",1,1,13,False,en,,,Twitter for Android,turkey amp lebanon got hit anoth magnitud earthquak ya allah keep everyon safe ameen may allah protect muslim ameen earthquak atomicheart ukrain vina turkey turkeyearthquak anoth lebanon hasnain iftimania,Help
2023-02-20 23:31:12+00:00,🔔#Earthquake (#deprem) M2.8 occurred 10 km SW of #Antioch (#Turkey) 11 min ago (local time 02:19:53). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/8qX0zx3zIG 🖥https://t.co/hihNAQLP93 https://t.co/c6s7aVCRqk,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",4,3,289323,True,en,"Coordinates(longitude=36.06, latitude=36.16)","Place(fullName='Samandağ, Hatay', name='Samandağ', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak deprem occur km sw antioch turkey min ago local time info,Uncategorized
2023-02-20 23:31:04+00:00,#Earthquake 13 km NE of #Nurhak (#Turkey) 10 min ago (local time 02:21:16). Colored dots represent local shaking &amp; damage level reported by eyewitnesses. Share your experience: 📱https://t.co/LBaVNedgF9 🌐https://t.co/Bv1QOG4vHx https://t.co/3wqnTp233O,"['Earthquake', 'Nurhak', 'Turkey']",3,3,289323,True,en,"Coordinates(longitude=37.51, latitude=38.06)","Place(fullName='Nurhak, Kahramanmaraş', name='Nurhak', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak km ne nurhak turkey min ago local time color dot repres local shake amp damag level report eyewit share experi,Social media activity
2023-02-20 23:30:25+00:00,#Earthquake (#deprem) M2.8 strikes 10 km SW of #Antioch (#Turkey) 11 min ago. More info: https://t.co/dbaOoLkyEZ,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",0,1,46223,False,en,,,emsc-csem,earthquak deprem strike km sw antioch turkey min ago info,Uncategorized
2023-02-20 23:28:39+00:00,New magnitude 6.4 #earthquake rocks southern #Turkey https://t.co/dJb7EPHLYa via @YouTube just as @RealDutchsinse had forecast. Prayers for Turkey 💖🙏🏽,"['earthquake', 'Turkey']",0,0,956,False,en,,,Twitter for iPhone,new magnitud earthquak rock southern turkey via forecast prayer turkey,Prayer and condolences
2023-02-20 23:25:56+00:00,#Earthquake 13 km SW of #Antioch (#Turkey) 13 min ago (local time 02:12:31). Colored dots represent local shaking &amp; damage level reported by eyewitnesses. Share your experience: 📱https://t.co/LBaVNedgF9 🌐https://t.co/5rXHk0yICJ https://t.co/VOpTz9vf1j,"['Earthquake', 'Antioch', 'Turkey']",4,2,289323,True,en,"Coordinates(longitude=36.05, latitude=36.13)","Place(fullName='Samandağ, Hatay', name='Samandağ', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak km sw antioch turkey min ago local time color dot repres local shake amp damag level report eyewit share experi,Social media activity
2023-02-20 23:24:52+00:00,BBC News - New Turkey earthquake leaves three dead and people trapped under rubble in Hatay #earthquake #turkey  https://t.co/IhJEDCk7Kg,"['earthquake', 'turkey']",0,1,170,False,en,,,Twitter for Android,bbc news new turkey earthquak leav three dead peopl trap rubbl hatay earthquak turkey,Uncategorized
2023-02-20 23:24:32+00:00,🔔#Earthquake (#deprem) M4.7 occurred 12 km NE of #Nurhak (#Turkey) 3 min ago (local time 02:21:15). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/Bv1QOG4vHx 🖥https://t.co/c7mTXAqW6k https://t.co/UajZNgsLa3,"['Earthquake', 'deprem', 'Nurhak', 'Turkey']",31,17,289323,True,en,"Coordinates(longitude=37.49, latitude=38.06)","Place(fullName='Nurhak, Kahramanmaraş', name='Nurhak', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak deprem occur km ne nurhak turkey min ago local time info,Uncategorized
2023-02-20 23:23:51+00:00,#Earthquake (#deprem) M4.8 strikes 83 km SW of #Malatya (#Turkey) 3 min ago. More info: https://t.co/oESPUlXsW4,"['Earthquake', 'deprem', 'Malatya', 'Turkey']",6,3,46223,False,en,,,emsc-csem,earthquak deprem strike km sw malatya turkey min ago info,Uncategorized
2023-02-20 23:22:50+00:00,🔔#Earthquake (#deprem) M3.6 occurred 15 km W of #Antioch (#Turkey) 10 min ago (local time 02:12:31). More info at: 📱https://t.co/LBaVNedgF9 🌐https://t.co/5rXHk0yICJ 🖥https://t.co/wPphFZilWG https://t.co/TD47cHwB59,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",6,4,289323,True,en,"Coordinates(longitude=35.99, latitude=36.23)","Place(fullName='Samandağ, Hatay', name='Samandağ', type='admin', country='Turkey', countryCode='TR')",EMSC Felt earthquakes,earthquak deprem occur km w antioch turkey min ago local time info,Uncategorized
2023-02-20 23:22:10+00:00,#Earthquake (#deprem) M3.6 strikes 15 km W of #Antioch (#Turkey) 10 min ago. More info: https://t.co/drCnEcgCb2,"['Earthquake', 'deprem', 'Antioch', 'Turkey']",2,1,46223,False,en,,,emsc-csem,earthquak deprem strike km w antioch turkey min ago info,Uncategorized
2023-02-20 23:21:41+00:00,"According to the officials, 200 injured and 4 death. #Turkey #Syria #Erdbeben #earthquake","['Turkey', 'Syria', 'Erdbeben', 'earthquake']",0,0,0,False,en,,,Twitter Web App,accord offici injur death turkey syria erdbeben earthquak,Casualty reports
2023-02-20 23:20:47+00:00,Another 6.4 magnitude earthquake hits Southern Turkey  #earthquake #turkeyearthquake2023 #Syria  https://t.co/YtClwNeojF,"['earthquake', 'turkeyearthquake2023', 'Syria']",2,1,6,False,en,,,Twitter for iPhone,anoth magnitud earthquak hit southern turkey earthquak turkeyearthquak syria,Uncategorized
2023-02-20 23:19:27+00:00,"Terrifying moment captured by CCTV camera showing the impact of the powerful 6.4-magnitude earthquake in Idlib, Syria... .  . . . #syriaearthquake #turkey #earthquake #syria #turkeyearthquake #middleeast #earthquakeinturkey #newshamster https://t.co/rtmungnH8g","['syriaearthquake', 'turkey', 'earthquake', 'syria', 'turkeyearthquake', 'middleeast', 'earthquakeinturkey', 'newshamster']",1,0,308,False,en,,,Twitter for iPhone,terrifi moment captur cctv camera show impact power magnitud earthquak idlib syria syriaearthquak turkey earthquak syria turkeyearthquak middleeast earthquakeinturkey newshamst,News
